company,source_type,text,sentiment_score
Woolworths Australia,esg_report,"enduring connection to lands, waters consumer preferences; commodity prices; goals, targets, The 2025 reporting suite can be found at www.woolworthsgroup.com.au/reports and skies as the Custodians of the oldest plans, strategies and objectives of Woolworths Group; continuing cultures on the planet. assumed near and long-term scenarios and transition pathways; potential global responses to climate change; We are committed to actively contributing to Australia’s CORPORATE reconciliation journey through listening and learning, regulatory and policy developments; the development and Where to find ANNUAL SUSTAINABILITY SUSTAINABILITY MODERN SLAVERY GOVERNANCE uptake of certain technologies; and the potential effect of REPORT REPORT DATA PACK STATEMENT STATEMENT empowering more diverse voices, caring deeply for our possible future events on the value of Woolworths Group. communities and working together for a better tomorrow. Strategic priorities ● The forward looking statements in this report are based Operational performance ● on management’s good faith, current expectations Financial performance ● and reflect judgements, assumptions and estimates and other information available as at the date of this Risk management ● ○ ○ report. They are, by their nature, subject to significant Governance, policies and practices ○ ● uncertainties, many of which are outside Woolworths Group’s control. Actual results, circumstances and Board composition ● ● developments may differ materially from those expressed Climate-related disclosures ● ○ ○ in this report and readers are cautioned not to place undue reliance on these forward looking statements. Sustainability strategy ○ ● ● and governance Forward looking statements should therefore be read in conjunction with, and are qualified by reference to the Sustainability performance ○ ● ● ● ○ expectations, judgements, assumptions, estimates and ‘A Brave Heart for a Better Tomorrow’ artwork by David Williams of Gilimbaa. other information and risk factors, referred to above. Key: ● Comprehensive ○ Key messages Annual Report 2025 highlights review Report Report information Woolworths Group Performance Business Directors’ Financial Other 3 11 2 3 4 5 4 Our reach About Woolworths Group Customers served Team Our store network in on average per week members Australia and New Zealand 25.7 202,846 1,715 M Established in 1924, Woolworths Group is one of Australia and New Zealand’s largest retailers with a wide-reaching store network and eCommerce business, Australian Food 20.4M Women 107,295 Australian Food 1,117 New Zealand Food 3.0M Men 94,264 New Zealand Food 184 anchored in the strength of its cornerstone Food business. BIG W and Petstock 2.3M Different term 1,287 BIG W",0.0890103131532669
Woolworths Australia,esg_report,"a t c o h r t e o f l s e a c f t e t t h y e , CC oo CC uu ssttoommeerr 11sstt ee rr ss and fresh products diversity of our communities. nn nn ee ccttiinngg CCuusstt oo mm Communities See page 23 $1 45 M >4 3 M Data, technology and AI SS ss direct community meals donated to food W int e e l l e lig ve e r n a c g e e t o d a m ta a , t t e e r c ia h ll n y o e lo n g h y a n a c n e d o a u rt r i f d ic e i c a i l s ion ee rrvviicc ee contribution rescue partners in Australia and New Zealand making and optimise our operations. Planet See page 24 NN ss ee ee Sustainability tt ww oo rrkk aanndd ccaappaa bbiilliittii 2 2.9 % 84 % A leader in sustainability focused on creating positive change for our current and future generations. reduction in of food waste scope 1 & 2 emissions 2 diverted from landfill Financial We create better Investors See page 25 Our strong balance sheet and disciplined capital experiences together 84 $1 ,385 ¢ M allocation enables us to drive sustainable for a better tomorrow long-term growth. F25 full year Group dividend 3 NPAT 4 1 Woolworths Supermarkets only. 3 Fully franked. 2 From F23 baseline. Emissions data reflects market-based reporting 4 Attributable to equity holders of the parent entity before significant and includes ACCUs estimated to be issued in the period 1 July 2024 items as presented in the Group Financial Performance on page 27. to 30 June 2025. Annual Report 2025 highlights review Report Report information Woolworths Group Performance Business Directors’ Financial Other 13 11 2 3 4 5 14 The scale of Woolworths Group’s extensive value chain is a source of competitive Our value chain advantage and reflects the connected nature of our operations which supports the delivery of long-term growth and our ambition for a better tomorrow. Agriculture Data, tech & AI Suppliers Logistics Retail & B2B Our Team Customers Product stewardship The farming As a retailer we collect Maintaining strong The strength and Our retail businesses Our team members are Providing our Minimising food and sourcing",0.8717547808773816
Woolworths Australia,esg_report,"of data to provide better and collaborative resilience of our provide Australian and critical in serving our customers with great waste and plastic raw materials is and personalised relationships with our supply chain is New Zealand customers customers and ensuring value products and packaging across fundamental to shopping experiences. suppliers, processors critical in ensuring with their food and we’re providing great convenient shopping our value chain delivering fresh, We also leverage and packaging partners our retail network is everyday needs both shopping experiences experiences is critical helps us to reduce quality food and the transformative is essential to delivering properly stocked to in store and online, while maintaining a to the success of our environmental production of quality technologies to great quality products maintain high levels of supported by our safe and inclusive work our business. impact while own brand products. optimise our operations. at great value. availability and choice service businesses and environment. supporting for our customers. Group capabilities. efforts to mitigate food insecurity. Our approach Sustainable Privacy and Human rights and Emissions reduction Reducing hunger Holistic Health Sustainable food systems cyber security responsible sourcing and climate resilience and food waste wellbeing packaging Our focus is on supporting Cyber security is The Group’s Human Rights This year we achieved a We seek to apply an We aim to create safe We’ve been making Since 2018 we have sustainable food systems considered a macro risk Program comprises 22.9% reduction in scope 1 end-to-end approach workplaces and invest progress on making removed over 20,000 through climate and factor and we proactively four pillars and is the and 2 emissions from our across our value chain to in our team’s holistic healthy eating easier by tonnes of virgin nature-focused actions. consider our cyber risk overarching way we F23 baseline. Our approach redistribute edible food wellbeing, both mental reformulating hundreds plastic packaging We aim for net-zero on a regular basis as part manage key human to absolute emissions and reduce hunger and and physical. of our own brand products from circulation with emissions across our value of our risk management rights risks, including reduction includes energy food waste. with 87% of own brand 85% of our own brand chain by 2050, aligned with practices. With the growth worker exploitation and efficiency programs, We launched our new products achieving a packaging using a 1.5° C pathway. of our online business and modern slavery across",0.7995708910748363
Woolworths Australia,esg_report,"the transition to renewable In F25, we donated over Group-wide safety promise Health Star Rating of recycled content. increased traffic to our our supply chain. electricity, refrigerant 43 million meals via our of ‘Our Place – We’re safer 3.5 stars or above. We partner with suppliers to digital channels, we have management and transport food relief partners. together’ and made In F25, we responsibly manage natural continued to invest in our decarbonisation. We also strengthened our progress on strengthening re-established soft resources via sustainable cybersecurity expertise organic waste recycling our safety foundations. plastic recycling sourcing and animal and controls. We exercise We also continue to invest efforts, diverting 84% of services in over 500 welfare programs. In F26, ongoing due diligence and in our supply chain network organic food waste from We also continued our stores across Australia. we will continue to mitigate have a proactive program. to build resilience and landfill, with organic waste focus on material safety impacts by reducing better support regional recycling solutions now risk management, emissions, building communities during available in 1,025 Australian including plant and resilience and protecting adverse weather events Supermarkets. vehicle-related incidents. nature-based assets that and natural disasters. food systems rely on. More information on our sustainability progress across our value chain can be found in the 2025 Sustainability Report Annual Report 2025 highlights review Report Report information Woolworths Group Performance Business Directors’ Financial Other 15 11 2 3 4 5 16 Our operating context Supply chain impacts How we responded Market drivers • Worked proactively with union representatives Australia has seen an increase in industrial action, with the number to achieve mutually of disputes, working days lost and employees involved in industrial beneficial outcomes action all rising over the last three years. Woolworths Supermarkets • Leveraged the It’s important that we understand and respond to the key macro was impacted by 17 days of disruption in November and December broader supply chain 2024 which disrupted the flow of stock into stores and impacted trends that create both opportunities and risks for our business. network to support the availability. More broadly, in F25 there were a total of 196 days redistribution of stock of unplanned disruption to the Group’s supply chain relating More information on our risk management approach can be to industrial action, weather and transport events, and systems • Worked with our found on pages 62–69. and technology impacts. suppliers",0.9534124715719372
Woolworths Australia,esg_report,"year. Karantoni, which has brought our own brand and supported through focus on sustainable refrigerants, and problematic packaging through the redesign, red meat businesses together with Woolworths our transition to renewable electricity and our transport innovation and reuse of packaging solutions. In F25, we Group EBIT before significant items decreased Supermarkets and Metro. by a normalised 12.6% primarily due to lower EBIT decarbonisation programs. reduced over 3,200 tonnes of virgin plastic packaging contributions from Australian Food and BIG W. We are on track to deliver $400 million in above-store and have removed over 20,000 tonnes from circulation Excluding the estimated impact on Australian Food support office savings by the end of calendar 2025 and since 2018. We also achieved 86% recyclability of our own More information can be found in our of industrial action of $95 million in H1, incremental are committed to becoming a lower-cost business. This brand packaging in F25. Climate Disclosures on pages 44 to 61. supply chain commissioning and dual-running costs is in addition to our ongoing productivity plan in our retail of $73 million and the acquisition of Petstock in the businesses and supply chain which provided some offset Following the collapse of REDcycle’s consumer soft In F24, we adopted Science Based Target initiative (SBTi) plastics program in November 2022, we have been a prior year, Group EBIT would have declined by 7.8% in a period of material wage and other cost growth. on a normalised basis. guidance which has connected our no-deforestation and member of the Soft Plastics Taskforce and Soft Plastics Over the last six months we reviewed all our businesses emissions reduction goals, highlighting the importance Stewardship Australia (SPSA) to support an in store The Board declared a final dividend of 45 cents per to ensure they each had a credible path to delivering of nature-based solutions within our decarbonisation collection scheme pilot program. At the end of F25, share, bringing the total full year dividend to 84 cents appropriate returns. In June, we announced the strategy. In F25, we conducted a nature risk assessment we had in store collection in over 500 supermarkets, per share, with the reduction on the prior year reflecting closure of the MyDeal customer website and have also aligned to the Taskforce on Nature-related Financial enabling access to recycling services to half of the the decline in earnings per share and a 40 cents per consolidated a",0.9603508694563061
Woolworths Australia,esg_report,"number of other businesses to enable Disclosures (TNFD) framework. This allowed us to identify Australian population. As part of the SPSA we have also share special dividend declared in F24. greater focus on our cornerstone Food business. and prioritise key nature-related impacts, dependencies, been partnering with recyclers like Saveboard, Replas, risks and opportunities across our operations and key iQRenew and Close the Loop to transform collected In February, the Group highlighted three focus In F26, we remain focused on improving our performance supply chain commodities. soft plastics into various products, including building areas to rebuild customer trust, address areas of through the delivery of our strategic priorities. We are materials, furniture, and food-grade packaging. underperformance and deliver long-term growth confident that if we restore performance in Australian for shareholders. We made progress in these three Food, resolve areas of underperformance in the More information can be found in our areas during the year with more to be done in F26. Group and build a better and stronger business for 2025 Sustainability Report. We have simplified the way we work with a number the medium term, we can deliver strong long-term of key management changes and established an sustainable shareholder returns. Supply chain transformation The Group’s multi-year supply chain transformation program reached a number of key milestones in F25 with the opening of the Moorebank NDC in November 2024 and the opening of the Auburn automated CFC in May 2025. The Moorebank RDC is also nearing completion and is expected to open by the end of the calendar year with automation installation completed and commissioning commenced. Construction has also commenced on the Sydney Chilled & Fresh DC, a multi-storey temperature-controlled DC located in Eastern Creek. The new site will complement our two DCs at Moorebank with connectivity to key motorways that will support improvements to the Fresh offer across the network. Normalised growth has been adjusted to remove the impact of the 53rd week in F24. Image: Construction of Sydney Chilled & Fresh DC. Annual Report 2025 highlights review Report Report information Woolworths Group Performance Business Directors’ Financial Other 25 11 2 3 4 5 Group financial performance The Group’s F25 financial results reflect a challenging year impacted by a lower EBIT contribution from Australian Food and BIG W, offset somewhat by strong growth from New Zealand Food and PFD. Group sales $69,077 M 3.6% 1 from F24 ● eCommerce sales",0.799329923465848
Woolworths Australia,esg_report,"new Mini Woolies were opened, of the Scan&Go technology with sales growth higher than average space growth of bringing the total to 100 locations across Australia at the which was first launched in 2018 1.1%. During the year, six net new stores opened and 68 end of F25. Soft plastics recycling services were restored to help make shopping easier renewals were completed. to 500 stores across Australia and together with our for customers. customers, we provided the equivalent of 31 million meals Gross margin (%) decreased by 25 bps (-46 bps ex to Australians in need through our food relief partners. Using their Everyday Rewards Tobacco) to 28.6%. Key drivers include livestock Woolworths Supermarkets continued to support card, customers can unlock a inflation that was not fully passed onto customers, communities impacted by adverse weather events in tablet device from the front of price investment, stockloss increases and mix impacts NSW and Qld through direct community contributions via store, attach it to their trolley and as customers traded into own brand and deeper the Woolworths Group Foundation and the donation of start shopping. The digital trolleys promotions, as well as previously disclosed supply chain essential items. are now available in 15 stores and help customers track their spending as they shop and check out faster using the pin pad at the dedicated Scan&Go checkout. Annual Report 2025 highlights review Report Report information Woolworths Group Performance Business Directors’ Financial Other 33 1 22 3 4 5 34 Business review WooliesX (including eCommerce) Trading performance F25 F24 CHANGE $ MILLION (52 WEEKS) (53 WEEKS) CHANGE NORMALISED WooliesX total sales in F25 increased 13.8% to $9,620 In Digital & Media, weekly average traffic to Group digital million with normalised growth of 16.0%. H2 normalised platforms reached 29.1 million in Q4, up 4.5% on the Total sales 9,620 8,454 13.8% 16.0% sales increased 14.3%. F25 DAP & EBIT of $428 million prior year. Digital traffic across the Food and Everyday DAP & EBIT 428 345 23.8% 27.5% increased by a normalised 27.5% reflecting strong EBIT app and website declined modestly in Q4 reflecting a DAP & EBIT to sales ($) 4.5 4.1 37 bps 40 bps growth from eComX and Digital & Media, Everyday more competitive environment. Woolworths app users Rewards & Services and HomeRun. increased 14.8% supported by app enhancements and DAP & EBIT performance by business new tools including Watchlist, Cost per",0.9671382703818381
Woolworths Australia,esg_report,"Serve in recipes In eComX, B2C Online VOC NPS ended the year at 60, and Voice Product Finder for in-store ease of use. F25 F24 CHANGE increasing four points compared to Q3 and unchanged $ MILLION (52 WEEKS) (53 WEEKS) CHANGE NORMALISED on the prior year. Customer scores improved in Q4 Cartology revenue increased by a normalised 19.5% with eComX DAP 1 207 184 12.1% 16.2% following weather-related events in Q3 and supported by growth across all banners and channels, particularly Digital & Media, Everyday Rewards & Services and HomeRun improvements in availability, fulfilment quality and care. in Digital and Shopper. Highlights include the roll out of and Digital Technology & Support EBIT 221 161 37.2% 40.2% video ads on the woolworths.com.au homepage and the WooliesX DAP & EBIT 428 345 23.8% 27.5% eComX sales in F25 of $7,309 million increased by app during the year and the activation of approximately a normalised 17.4% with H2 sales increasing by a 20,000 in-store POS screens as media opportunities. eComX metrics normalised 14.9%. In Q4, Easter-adjusted sales increased by a normalised 14.7% with eCommerce penetration Everyday Rewards & Services sales increased by Q4’25 Q3’25 Q2’25 Q1’25 (12 WEEKS) (13 WEEKS) (13 WEEKS) (14 WEEKS) reaching 15.1%, up 1.5 pts on the prior year. Sales growth a normalised 9.8% in F25. Everyday Rewards active Customer metrics 2 continued to be driven by Same Day and On Demand members reached 10.4 million, with more than half a B2C Online VOC NPS (eCom and Digital) 60 56 57 60 propositions with 87% of B2C orders now fulfilled within million new members joining the program during the year. 24 hours of order placement and 41% of online delivery Member engagement remains strong with weekly active eCommerce sales 1,754 1,820 1,783 1,952 orders fulfilled within two hours, an increase of 6 pts app users reaching 2 million in the quarter. Scan and tag NORMALISED compared to Q4 in the prior year. MILKRUN, eComX’s rates increased on the prior year reflecting additional eCommerce sales metrics ADJUSTED 3 ADJUSTED 3 fastest growing proposition, expanded to 515 stores member engagement and benefits delivered through eCommerce sales growth 14.7% 14.9% 16.3% 23.6% during the year. bigger member events and campaigns, including Boost eCommerce penetration 15.1% 14.1% 13.8% 14.5% your Budget and Big Night In. Three new rewards partners Pick up mix (% of eCommerce sales) 42.4% 41.4% 40.8% 40.0% Pick up",0.9284987500868738
Woolworths Australia,esg_report,"(7.9)% N/A ROFE (%) 10.8 9.3 149 bps 176 bps Scope 1 & 2 emissions (tonnes) 1 70,564 73,121 (3.5)% Sales performance by business F25 F24 CHANGE $ MILLION (52 WEEKS) (53 WEEKS) CHANGE NORMALISED B2B Food 3,485 3,338 4.4% 6.4% B2B Supply Chain 2,258 2,256 0.1% 0.8% Total Australian B2B sales 5,743 5,594 2.7% 4.1% External sales 4,736 4,589 3.2% 5.0% Sales growth in Australian B2B Intersegment sales 2 1,007 1,005 0.3% 0.3% remained strong driven by Total Australian B2B sales 5,743 5,594 2.7% 4.1% continued growth in PFD and PC+. Normalised growth has been adjusted to remove the impact of the 53rd week in F24. 1 Scope 1 and 2 emissions reflects market-based reporting (1 July 24 to 30 June 25). 2 Intersegment sales primarily represent the sale of goods from PFD and Statewide Independent Wholesalers to Australian Food. Sales EBIT ROFE $5,743 $137 10.8 M M % 4.1% 1 from F24 15.8% 1 from F24 176 bps 1 from F24 Trading performance Australian B2B F25 total sales increased by 2.7% to B2B Supply Chain sales increased by 0.1% to $2,258 $5,743 million with normalised growth of 4.1%. H2 sales million with a normalised increase of 0.8% predominantly increased by a normalised 2.7%. driven by growth in PC+ cross-dock warehouses offsetting lower revenue in domestic freight due B2B Food sales increased by 4.4% to $3,485 million in to lower fuel rates and lower volumes. F25 with a normalised increase of 6.4% driven by strong growth in PFD and export meat. PFD sales increased by Australian B2B F25 EBIT increased by 12.4% to $137 million a normalised 6.9% with double-digit growth in QSR due with a normalised increase of 15.8% largely driven by to new customer growth and higher sales to existing improved utilisation of cross-dock warehouses in B2B Supply customers. Export meat sales increased by a normalised Chain and double-digit growth from PFD. H2 EBIT of $59 14.3% primarily driven by higher volumes in lamb and million increased by a normalised 24.4% compared to the pork. Lower sales growth in H2 reflects the completion of prior year. The F25 EBIT margin increased by a normalised Improving supply in Far North Queensland Ampol contract in Q3 and subsequent wind down of AGW. 24 bps to 2.4% with growth driven by PFD and PC+. During the year Primary Connect launched a direct rail operation in Far North Queensland to better",0.3862854866310954
Woolworths Australia,esg_report,"bps Funds employed (closing) 2,036 2,533 (19.6)% N/A ROFE (%) (2.7) (1.6) (1.1) pts (1.1) pts Scope 1 & 2 emissions (tonnes) 1 83,610 90,440 (7.6)% Normalised growth has been adjusted to remove the impact of the 53rd week in F24. 1 Scope 1 and 2 emissions reflects market-based reporting (1 July 24 to 30 June 25). The W Living segment comprises BIG W, Petstock, Woolworths MarketPlus and Healthylife. The increased loss in F25 was driven by a challenging year in BIG W, somewhat offset by a full year contribution from Petstock. Sales LBIT ROFE $5,638 $63 (2.7) M M % 9.9% 1 from F24 120.1% 1 from F24 1.1 pts 1 from F24 Trading performance W Living total sales in F25 increased by 8.0% to $5,638 EBIT of $44 million in F25 increased 57.8% on F24 reflecting million with normalised growth of 9.9%. The strong a full year contribution. H2 EBIT of $22 million was below growth primarily reflects a full year contribution from the $28 million reported in the prior year due to the Petstock following its acquisition in January 2024. divestment of stores and vet clinics, a lower gross margin Excluding Petstock, sales increased by a normalised 1.6%. reflecting price investment and increased promotional expenses related to Petstock joining Everyday Rewards. W Living’s LBIT of $63 million increased from $29 million in the prior year due to a BIG W loss of $35 million in F25 Woolworths MarketPlus F25 GMV of $443 million compared to EBIT of $14 million in F24 which more than increased 30.7% compared to the prior year driven by New look for BIG W Narellan offset a full year EBIT contribution from Petstock. strong sales in BIG W Market partially offset by a decline BIG W officially reopened its Narellan store in NSW in May 2025 following a significant renewal. This marks in MyDeal and Everyday Market GMV. In June, Woolworths the third location to showcase BIG W’s new store format, designed to enhance the customer shopping Petstock sales of $859 million in F25 increased 101.8% Group announced the closure of the MyDeal customer experience, also featured in the new Port Adelaide and Stanhope Gardens stores. The redesigned compared to the prior year reflecting a full year of website by the end of September, with the Group’s store features include improved navigation and dedicated ‘shop-in-shops’ for key categories such as ownership compared to",0.4099485706537962
